OWNER_ID,ID_TYPE,LICENSE_PLATE,VEHICLE_MODEL,VEHICLE_TYPE,REG_DATE,IU,MFT_YR,VEHICLE_REGISTRATION_NO,VEHICLE_COLOR
3VW467AT7DM023051,1,3GYVKNEF7AG465893,M5,BMW,10/30/2015 15:17,JHMGE8G36DC623379,1999,296fe4b2-6654-418c-9930-5bb37bd14025,Teal
WBAPH73519A524740,2,1FMJK1F52DE951390,Firebird Trans Am,Pontiac,11/10/2019 16:37,JN1CV6FE2AM742286,2011,a603afd5-b704-4c3d-b59f-8647f10633e4,Khaki
SCBLF34F32C865870,1,WAUSH74F58N216124,Esprit,Lotus,8/5/2019 17:14,WAUEL94F35N308206,1992,d0af76d2-6cda-440a-8620-2a9c63c32a6e,Violet
2B3CL3CG7BH911702,2,1NXBU4EE0AZ610866,Kizashi,Suzuki,8/17/2015 13:27,WP0AB2A81CU753192,2002,2d26b9b1-3db3-4641-a41b-ef029197b568,Khaki
WAULT58E95A101070,2,2T1BURHE3EC293200,Lancer Evolution,Mitsubishi,8/26/2017 17:28,4T1BK1EB7EU775216,2012,8351adba-bd8f-4db6-b8bf-dc775d38343c,Violet
WBADR63481G781011,3,WDCYC3HF8FX193822,750,BMW,1/6/2015 13:19,1G6KD54Y55U263016,2003,cd6ec135-df26-4d40-9614-75c8b8e80cbd,Goldenrod
WAULFAFH3BN905916,3,4JGBF2FE5BA532911,Carrera GT,Porsche,9/18/2016 0:45,2C4RDGCG5DR146032,1994,1d09be44-f8a0-4015-b69d-67edd46f3f46,Teal
1GYEC63867R806555,2,1G6DD1E33E0760674,MDX,Acura,5/22/2015 0:21,2GKALMEK2F6077079,2004,eee7dbf5-e1ca-4186-bd85-4831664adc46,Yellow
19XFA1F29AE297669,2,3VW507AT9FM060501,S4,Audi,3/28/2016 9:01,1C3BC8EG9BN390899,1991,eb25d899-eb8b-4f09-809f-72b7efe52bd1,Puce
JN1CV6EK9CM826244,1,WAULF78K59A733580,Esprit,Lotus,1/13/2019 12:11,WBADW3C51DE560771,2009,037efb6e-aaf9-43c8-a29a-b20ee0fa710d,Red
WA1LGBFE0DD518593,1,JTDZN3EU4E3440539,G6,Pontiac,9/4/2018 9:45,3VW467AT9DM694687,1992,f7e08ad5-9568-4ac8-9486-114aaf23aa33,Puce
JTDKDTB34F1729806,3,2C3CCAET2CH423079,300TE,Mercedes-Benz,7/27/2020 20:56,WAUBF78E27A836961,1990,42132aef-2f18-46ca-86a8-d5454294d5f6,Maroon
3N1AB6AP0BL055196,1,1FTEW1CM2BF444504,Rabbit,Volkswagen,6/23/2018 21:11,WAUDF98E95A565558,1988,974e31a1-a6f9-4e27-b0b4-4bc39e497b4f,Yellow
WBA3A5C52FF910766,1,1C3BCBFG8DN004360,Spectra5,Kia,7/23/2021 7:36,WAU3GAFR0DA250601,1997,401d05b9-1920-4771-a152-1c6a0d9683fd,Green
4T1BK3DB0AU454626,1,WBAEJ13471A323686,S6,Audi,11/22/2019 14:54,WAUNF78P86A343928,2010,54629f9b-b906-46f4-bf06-261d06ba16a6,Indigo
1HGCP2F33CA658160,2,3C6LD5BT4CG070551,Versa,Nissan,12/8/2018 3:22,JH4KC1F96FC512041,1992,132f6af9-3adf-4220-9ec3-cb74a544eff2,Pink
WP0AA2A91BS773383,3,WBANE535X6B003493,Firebird,Pontiac,4/1/2020 8:54,WA1VMAFP3EA280352,2004,aa20744a-e872-489e-8383-f69575e0e141,Crimson
1G4HP54K624499983,3,WDCYC3HF7DX341049,Windstar,Ford,5/20/2020 20:25,WBA3B3C5XDF221198,2008,6a04f8aa-8d04-492f-837c-e9714ae24e4f,Turquoise
WBABW33405P314492,2,5YMGY0C56DL123425,Optima,Kia,7/10/2021 19:29,1G6AW5SX1E0199578,2011,079dcbad-fdf3-4112-91cf-154e1580d599,Orange
WDDEJ7GB3AA560714,2,1D7RW3BK4BS841256,Prizm,Geo,11/9/2020 2:13,2HNYD28538H465585,2008,731bd934-2dd9-493c-8b4a-fddfdebfda46,Crimson
4T1BF1FK6EU276782,2,WAUKFAFL3CN363234,X-90,Suzuki,11/13/2020 1:27,1N6AF0LX6FN969600,1995,24016bdf-ab12-474d-aa50-1161a2c73110,Indigo
1G6DH8EYXB0578927,1,JTHBE1BL9E5129399,M-Class,Mercedes-Benz,10/20/2021 22:58,WP1AA2AP9AL116544,2008,1b65a91c-a828-4b02-a3f6-8cdcbc9dc365,Green
JN1AV7AR0FM546166,2,2C3CCABG4EH560860,RX,Lexus,5/2/2015 1:56,2G4GR5ERXD9249048,2005,934479b2-9731-49c4-9fc8-e1885bc2eac5,Goldenrod
WAUCFAFR9BA406005,2,3N1CE2CP2FL833154,Econoline E250,Ford,9/6/2018 12:15,WBAWR33568P293315,2008,71be2cdc-e12e-4149-abae-d04781ac95e6,Turquoise
YV1902AH8E1801455,2,KMHTC6AD2CU371890,Fleetwood,Cadillac,11/30/2018 3:49,WP0AA2A88CU699795,2002,4bb0e73f-b90c-4909-8e1e-ca3e8d0e86bd,Goldenrod
WBA5A7C52ED491638,1,KNAFZ6A33F5575911,G-Series G30,Chevrolet,6/21/2021 11:34,WAUEH94F68N578374,2001,93dfbdc9-923f-466d-b09d-449ee9a64344,Maroon
1GTCSBD90A8861564,1,WAUDH98E57A076698,MPV,Mazda,5/4/2018 3:44,WAUKGAFB3AN193359,1990,1bdb9a7f-1ca7-4c1d-a3c1-969540acab50,Maroon
KMHHT6KJ0FU737991,1,WA1YD64B42N206914,H1,Hummer,4/13/2017 19:07,1GD21ZCG3DZ512920,2005,bd607566-6d39-41d2-8144-88a302662fd8,Fuscia
2HNYD18663H941100,3,WAUVT58E55A702629,Topaz,Mercury,10/22/2017 14:54,SCFFBCCD6AG808786,1999,33b199e4-4941-4d05-ae85-0070a0aaf284,Turquoise
1D7RB1CT3BS783955,3,1D7RW3GK9AS858397,Sierra 2500,GMC,1/8/2017 6:39,SALAC2D44CA654463,2009,a8da60e9-1687-413e-ab72-6bb981408e9b,Khaki
WAUFGAFB2BN961366,1,5FNRL3H21AB422237,Cube,Nissan,7/13/2019 13:37,JH4DC54803C310429,2005,6a16408f-eb7b-4358-a31e-e9564e9572c2,Aquamarine
JM1NC2PFXF0209421,2,1FMJK1H56EE926555,Ram Wagon B350,Dodge,8/5/2016 23:07,WAUHF98PX8A535881,2011,1be6d295-ed07-4e25-a957-e9d6948a0ebf,Indigo
1N6AF0LX2FN701272,1,WAUBFAFL9EA956834,Corsica,Chevrolet,6/27/2021 5:39,3VW4A7AT2CM172075,2010,b10499da-8385-4883-bcfb-374b7e20deb6,Aquamarine
1C3BCBEB9DN866430,3,2C3CDYBT2CH619582,Voyager,Chrysler,4/2/2019 9:33,1D7CE3BK5AS058132,1995,5ce1489c-9ba5-4bca-9f1d-3526e561faed,Mauv
JM1GJ1T64F1002001,3,WBSWL9C50AP433638,A8,Audi,4/15/2018 2:52,1FMJK1F58AE064288,1997,3165d248-c5e3-4f12-ab04-3735cba302de,Teal
1FTFW1E88AF490499,3,WA1BY74L97D031095,Savana 1500,GMC,2/3/2019 9:36,WA1WMAFE6ED796965,2008,12aa888d-8f14-47a0-85b9-0907ef0703c8,Aquamarine
1G4HR54K32U245139,3,1FTMF1EW0AF512436,GS,Lexus,3/7/2019 10:23,WA1LFBFP5BA043509,1992,b68c896a-b374-48cc-a69e-62ff72e62ae3,Maroon
JN1CV6FEXFM171900,1,1D7RW3GK7BS586272,Forenza,Suzuki,11/3/2015 16:59,3VWKP7AJ9CM816840,1993,862d57f4-dedb-4731-af4f-109116defffd,Aquamarine
WAUDH48H37K370978,3,WBXPA73435W567832,W201,Mercedes-Benz,11/7/2019 21:07,WBAEJ13402A530017,1987,633c2de4-5d56-474c-abb3-bdbfe37c849a,Mauv
4T1BF1FK4EU601932,2,2G4GT5GK2C9275434,Versa,Nissan,5/3/2020 8:35,KM8NU4CC5CU192970,1993,4ef37cf8-c80c-4f57-9db6-d88cd6597a38,Turquoise
5TFCW5F10DX234872,3,JTDZN3EU2EJ705129,Viper RT/10,Dodge,4/15/2017 1:37,WBA3T7C51FP243043,2010,a69df282-c4c9-41c9-98ca-85c38b49c3c3,Yellow
5NPEB4ACXEH847408,3,SAJWA4FC4EM607150,Previa,Toyota,12/7/2015 14:21,1FTWW3B58AE603086,2004,fe77d4a5-a5f7-4feb-b706-2e44b91c0e83,Teal
1GD11XEGXFF219467,2,SALAB2D49AA271151,E-Class,Mercedes-Benz,1/22/2021 18:39,1VWAH7A30EC116428,1995,e18c3c14-36b6-43db-9821-ac2d188952a7,Crimson
1GYFK36249R310380,3,5FRYD4H41FB200528,Navigator L,Lincoln,11/13/2019 20:12,2T1KE4EEXAC150663,2006,3886c256-4d89-4c75-9d04-828eda7b55fa,Indigo
1FTWX3A54AE867825,3,WBABD53436P373913,330,BMW,9/16/2019 13:54,WBAVB33596K267690,2003,1d10fde8-e776-4374-9775-3cd4422d6c0d,Violet
WA1LGBFE9CD791093,2,WBADS43453G112111,Grand Prix,Pontiac,12/14/2016 10:02,JHMZF1C63CS293086,2001,08347df6-9403-4ee0-8709-8b9696070fc0,Purple
WVGEF9BP3ED777321,3,WAUVC68E24A597438,DB9,Aston Martin,5/7/2015 14:51,WAUBFAFL6CN079726,1998,2794c10d-3926-493a-9bde-45a18a5888b3,Turquoise
WAUAF78E96A407648,2,1G4HR54K124422903,Thunderbird,Ford,1/17/2018 6:44,JTHKD5BH6B2644427,1994,4c83f81a-1090-4fb4-ad0f-3531a48c5804,Khaki
1FT7W2A6XEE973289,1,1D7RV1GPXAS923079,S-Class,Mercedes-Benz,2/14/2015 16:55,5NPDH4AE6CH488955,2000,c5b51e45-bb22-47dc-b0c9-0df9673addae,Khaki
1G6KF579X1U774553,1,WBXPA73455W416815,Sidekick,Suzuki,5/13/2020 21:46,5N1BA0NC8FN504019,2011,c4c017c0-a431-4a84-8ead-a9c4666258c7,Yellow
WAUDG68E05A946825,1,KMHHT6KD9CU898586,Explorer,Ford,3/19/2021 22:33,JHMZE2H33CS414500,1991,626bb9e8-059e-4469-b0b0-8cf75d4a5e4d,Teal
SCBBB7ZH0DC945901,2,SALAG2V69FA780990,Neon,Dodge,1/13/2021 0:27,1FTMF1EW3AF579807,1972,604cda71-3930-4671-9e2e-3168b3b1991b,Khaki
JN1CV6EK6AM073429,3,SCBDP3ZA7BC683068,G,Infiniti,9/7/2015 1:40,WUAGNAFGXCN482447,2005,ddecb2da-e242-44eb-8d32-357a9353b830,Blue
YV4902DZ2B2427566,3,1G6DN57S840712028,GTO,Pontiac,10/2/2021 12:17,WBAVB73578V656532,2009,f624212f-dce2-48ae-b29c-801f4ed4d749,Orange
ZHWGU5BZ9DL082883,3,WA1CMAFE4ED199414,Quest,Nissan,4/18/2016 17:20,1G6DN57U060934132,2000,b667fc54-edf9-4a77-b427-676e9f5d62ad,Red
WP0AA2A91AS723386,2,2FMHK6DTXAB212854,Prius c,Toyota,8/27/2020 19:15,4JGBB2FB8AA527847,2000,ae53bffd-3285-4fc8-b02e-8df36b54af2e,Teal
JN8AE2KP3F9686572,3,1G4CU541X44383165,CX-9,Mazda,4/27/2021 20:13,3C4PDDBG5FT745973,1988,a4708b95-20eb-41ea-abfa-752a504c609f,Khaki
5N1AN0NW9EN649630,2,2T3BF4DV8AW565551,Passat,Volkswagen,10/16/2020 5:34,3VW4S7AT0EM856963,2012,6a18294e-1cb0-4a91-8ada-c0d42165260e,Purple
19UUA65616A484828,2,WP0AA2A92BS255833,Maxima,Nissan,1/20/2016 19:52,3C3CFFDRXDT306157,1996,223d2bc4-4f55-4f75-ba84-cdfb940e5b81,Indigo
3D4PH9FG7BT420976,2,1FTWX3D5XAE827213,Forester,Subaru,10/29/2015 4:59,5FNRL5H27DB193904,1998,67fab54a-0a30-48ad-b39d-e8009960f2bc,Aquamarine
1GD21ZCG3BZ343057,1,1GKS1HE09BR077160,Camry,Toyota,1/7/2019 9:02,JH4KC1F50EC459347,2003,62025402-e6a9-46bd-ac79-b696f9adf5a2,Yellow
1GYS4KEF3DR977716,3,WAUCFAFR0BA615746,A8,Audi,1/2/2018 1:48,WA1DVAFE0AD301058,2008,81be481c-9de8-41c8-aac6-3270091a9484,Green
JTHBK1EGXA2840810,1,KMHHU6KJ7FU706833,RL,Acura,12/24/2015 12:48,1G6DU6EA9A0514749,1993,9bc6aee5-06cf-4973-8bf2-d9d345f46217,Aquamarine
4JGBB2FBXAA010050,1,WVGAV7AX4AW456961,F150,Ford,8/31/2017 20:50,JTHBL5EF0C5842191,2001,f1201ae6-a326-475e-b41e-d27fd8f6e4e2,Orange
1VWAH7A35EC505775,2,1G4HP57M19U059628,3500,Chevrolet,4/1/2016 5:24,1FMCU4K35BK347131,2007,eefa9bec-542a-4bbd-aa27-956a6ae34c35,Mauv
1C3CDFAA1DD630429,2,WAUHFAFL5AN343767,Focus,Ford,8/23/2017 0:47,1FTSW3A52AE374226,1999,b0a190de-c3f3-40c7-9c90-096c002c6f23,Indigo
1FTEW1CW0AK264056,3,1GYS4EEJ1CR218311,Pathfinder Armada,Nissan,5/16/2021 19:17,WAUAF78E48A828602,1996,ff7852a6-aa16-49bb-9565-ed6120b83d14,Maroon
1FTEW1C89FF524679,1,1N6AF0KY4EN063292,B-Series Plus,Mazda,11/10/2017 23:19,1GYS4FEJ8CR857131,2006,51baa631-dfdc-4ac4-967d-5da8a7349a91,Turquoise
2C4RDGBG3FR619432,2,WBA3A9C53FF404855,Cougar,Mercury,7/6/2021 19:44,2C3CDXFG4DH613341,1998,7da55e0b-56c3-4724-923e-cffd8acf49d8,Mauv
WVWAA7AH8AV938055,1,1FMCU0C73AK314587,2500,Chevrolet,6/4/2018 11:00,1G6AA5RX2D0366338,2011,d0db2c36-f20e-4655-844c-2ad70ea9dc73,Orange
WAULC68E03A411627,3,WBAVB73547F697211,3500,GMC,10/8/2015 13:18,5N1AA0NC0FN284550,1985,78806a1b-4c43-4831-8213-49c3d5a4370e,Turquoise
1D4PT4GK8AW384177,2,1FTMF1EW0AK147053,Golf,Volkswagen,3/16/2016 9:07,JH4CL95808C756461,1966,1fbf79b5-9e12-4f38-92ba-9c32b07c55fd,Khaki
3G5DA03EX2S458606,3,1N6AF0KX6EN508929,300D,Mercedes-Benz,7/14/2021 13:16,KNDJT2A12B7197942,2004,5ad1abf2-0e42-471f-af60-d2f83a065422,Orange
1G6KD57Y16U306828,3,55SWF4JB3FU046527,Explorer,Ford,3/31/2021 16:02,2G4GS5GX6F9855613,1990,5c619145-3e3a-4d54-9beb-5c6ee0b11f80,Aquamarine
JM1DE1HY5B0328794,1,WAUFFAFL6FN887614,RX-7,Mazda,6/11/2015 15:35,1FAHP2DW2CG379898,2010,c2b08bf8-2c23-4c92-a1a8-ff1b0e8f97b4,Purple
JTEBU5JR1F5415617,2,4T1BB3EK4AU569129,ES,Lexus,12/15/2018 19:24,3FA6P0SU3DR247904,2010,04d64bc1-71f5-4aeb-ba2d-d8ac73735795,Turquoise
1G6DJ8EV3A0192102,3,2T1BURHE8EC548195,Bonneville,Pontiac,9/10/2016 10:23,1FTKR1AD8AP968505,1992,4687ef6b-d633-44c3-922d-1c3f95184421,Maroon
JN1CV6AP2AM708678,1,JTHFF2C24D2215956,X-90,Suzuki,4/3/2016 11:59,19UUA56763A197479,2011,26a74d47-f01e-41c1-ba73-d809bcf650dc,Puce
3N1CN7AP5FL710562,3,1C4RDHAG6CC496978,Suburban 1500,GMC,6/13/2020 14:44,5LMJJ2H52AE153778,2003,8f9721f9-804f-47b8-b514-6bff82314682,Khaki
WAURGAFD8EN927614,3,1FAHP3E21CL904006,Monte Carlo,Chevrolet,3/27/2019 15:37,1N4AB7AP8DN496408,1984,355f370a-87ac-484a-a427-460c7fc3216b,Blue
KMHGH4JH3DU731941,2,WVGAV7AX2BW065826,Genesis,Hyundai,10/11/2017 13:41,WBAYM1C54DD893015,1998,9c47c8fe-a07a-43cb-9e03-3f9ef8cc5a08,Crimson
JN8AF5MR2FT586592,3,WAUUL78E46A644294,Rally Wagon 1500,GMC,4/30/2016 22:30,WAUDF58E65A451400,1988,7f26f12c-7837-4731-bde1-9e3ca887564d,Green
JA4AP3AU9BZ498209,3,19UUB2F31FA156044,GS,Lexus,9/25/2016 8:24,JTEBU5JR5E5724179,2012,6e432ec2-f189-436a-9abc-074a63ddd04a,Orange
WAUKD78P37A707229,3,JH4CL95916C148079,S8,Audi,11/4/2015 22:09,5N1AT2MK9FC356615,1992,19a11599-f379-426f-ac60-8e1752dd34a6,Indigo
WUAUUAFG0F7696622,3,JA4AP3AU4BZ972292,430,Maserati,3/27/2016 0:06,2HNYD18945H654898,1991,d843bd3b-1080-44f6-a908-5b9a984e96db,Puce
WAUHGAFCXEN482621,1,SCBCU7ZA8AC469443,Astro,Chevrolet,5/16/2020 1:51,3N1AB6AP6CL302805,2011,299623e4-8670-49a1-a2f3-838d713009e2,Pink
KM8JT3AC2AU740421,1,5FRYD4H44FB601748,Echo,Toyota,6/20/2018 18:28,3GYFNBE36FS093080,1993,20cc0e72-65dd-4922-9760-959083ecb894,Teal
WBABV13474J669829,1,JM1NC2MF1D0673344,Golf,Volkswagen,11/21/2019 1:28,JM1NC2PF5F0275696,2004,52b6bd2c-0f71-4631-98ff-f2b6032824df,Turquoise
WAU3GAFD5FN805431,3,3N1CN7AP0EK646032,J,Infiniti,10/11/2021 8:23,3GYFNGEY4BS567630,2008,879cde3d-f443-4025-9277-621bd1d4cbbd,Crimson
WAUEF78E27A658451,2,WA1EY94L87D257296,Mazda5,Mazda,8/31/2016 23:16,5N1AA0NC2FN310761,2002,dcdeb6b7-e4f9-462a-9884-fb6171b1ecea,Pink
TRURD38J181988752,1,2G4WD582X71376717,Pajero,Mitsubishi,1/13/2021 6:30,5TFCY5F14CX071393,1997,45b05be1-6a2d-40ca-afb9-1fe0f2e28848,Teal
WP0AA2A91ES242575,1,1FTWX3A52AE603566,Probe,Ford,3/9/2016 15:33,WA1WKBFP2AA140335,2008,96058d7c-bff6-4bff-93af-644bd6bf122c,Indigo
1C3BCBFG7CN990303,2,WBA4A5C5XFD936256,Safari,GMC,12/4/2019 15:07,1GYS3MKJ5FR952102,1995,5f8b71f5-a21b-493a-a713-15cae8f2cc64,Indigo
WAUDF98E37A937320,2,JN1AZ4EH3FM435504,Escalade ESV,Cadillac,4/23/2017 13:21,4T1BD1FK3EU416986,1995,43301b83-7cf2-4894-980c-997e22a70239,Purple
WAURV78T29A077005,1,19XFA1E68BE286586,E150,Ford,5/5/2016 8:13,WA1LMAFE6AD761002,1992,bf2d861e-76f2-491c-84a2-5221f64308d9,Green
SCFFDCCD4BG992914,2,1C3CDFBB7ED470680,ES,Lexus,4/20/2019 4:44,WAUBF98E57A427283,1997,31d0db53-9cd1-4a66-b150-26c258c92357,Orange
3C63DPAL4CG768154,2,WBAEH73484B239017,Aero 8,Morgan,7/5/2020 9:33,JTHDU1EF7C5177904,2012,f8baec11-dab7-4aac-96a5-586b398ee035,Fuscia
WAUDV94F07N735156,1,3MZBM1K79FM404219,LHS,Chrysler,8/29/2015 19:34,WBAFV3C54FD046143,1969,466bcf5b-d0e9-4b84-9852-65215318e887,Maroon
WBAUU3C54AA409514,3,JN8AF5MR6DT509771,Colorado,Chevrolet,5/9/2018 11:38,3G5DB03E62S178064,1997,62af3170-e8bb-429d-84bb-733cac35df41,Yellow
KMHTC6AD0CU455674,1,WBA3B1G56FN906631,Challenger,Mitsubishi,11/21/2017 11:58,3D73M4CL3BG911684,1998,29d625e9-62d1-40d8-92be-3ddef68470a9,Purple
5N1AA0NC4AN252645,3,1D4PT2GK5AW920202,Solara,Toyota,5/20/2020 16:50,JTHDU5EF0C5985681,2005,12fa0e7d-7586-4fa2-9d0d-7d2868d93591,Pink
WBA3B3C56FF455406,2,WUAGNAFG4BN545511,CL-Class,Mercedes-Benz,3/2/2020 7:27,WBAEJ13413A595248,2003,c2e92da7-f8cf-4216-ab43-b3ed73252a8a,Blue
3C63DRHL6CG179270,2,1N6BF0KX6FN314679,Rodeo,Isuzu,8/24/2019 8:19,YV1672MK4D2073812,2007,fdce10de-14b9-4cfa-a44b-6049264bc5f5,Goldenrod
3GYFNFE30ES390495,1,3D73M3CL4BG529481,Excel,Mitsubishi,8/17/2021 14:31,JM1NC2PF0F0900683,1969,e698b35c-f99c-4c54-99e4-9d9afa440156,Blue
WAUJC58E03A613756,2,1GKUCGEJ9AR038217,TT,Audi,2/18/2020 20:56,1N6AD0CU7EN977442,1992,5c70580c-2af4-4e36-85a1-911d844bded0,Yellow
WA1CFAFP8EA679839,2,WAULC68E62A539577,Viper,Dodge,1/12/2017 4:52,WBA3D5C5XEK323535,2012,85a0de53-23d9-4aeb-aae1-6af38b7d2504,Puce
5J8TB4H30EL718863,3,19UUA8F52DA816502,Thunderbird,Ford,7/27/2016 2:50,WDDGF4HB9DG051347,2008,1ad1139c-81dd-4d5c-9f2b-36d891ada67f,Pink
WA1WKBFP4CA117206,3,WDBWK5EA7AF452625,Mirage,Mitsubishi,10/12/2020 16:01,WBAKB4C52BC025594,2009,70c1057a-9a2d-4413-aed1-65181691791a,Crimson
2G4WF521941537418,3,1GYS3PKJ5FR539730,Neon,Plymouth,5/17/2015 13:27,WA1WMAFP3EA379001,2010,04d027f7-e18d-4b4b-b39c-f831cb38dc86,Pink
4T1BK1EB7EU402189,3,WBADT33402G571584,Z8,BMW,2/1/2015 13:21,JN1AZ4FH8FM065780,2002,9ca40802-be21-4aa5-8518-7ded02562ea2,Red
WBA3A5G57FN651577,2,3LN6L2G93ER498974,Tracker,Geo,10/11/2017 6:37,1GTC5MF90C8761497,2000,602e97d6-d4b8-4b2f-b4a6-91cd882f0600,Aquamarine
JN1AZ4EH6FM020967,2,1D7RV1GTXAS829328,Golf,Volkswagen,12/19/2020 12:01,1G6KY54981U146666,1996,5a89e528-0749-4d11-bcb9-3676e7e0086b,Red
WAUAFAFH0AN253536,2,WVWGD7AJ8EW152812,Panamera,Porsche,6/12/2019 7:36,SALAG2D43DA375317,2010,8f57b3ab-8acc-4a6a-af25-45c3601c03c8,Violet
1GD220CG9CZ372038,1,WBAPH57589N444035,Ridgeline,Honda,5/1/2021 23:38,1C4SDJCTXCC413300,2006,519706fe-afa1-4669-bf84-e65e4dfaf4d6,Purple
WAUHFAFL6EN644005,2,WBA3N5C51EK735663,Type 2,Volkswagen,11/19/2018 16:05,WAUDF48HX7A522038,2000,53d4f0ea-53df-4987-ba7a-09a00f549f70,Puce
WBS3U9C51FJ071457,3,JTJBC1BA8C2022376,IS,Lexus,7/24/2017 1:39,19XFB2F21CE382981,2000,0fa8bb46-3874-434f-9b11-2ec6faa361e3,Orange
1G6DJ8ED8B0773944,3,WVWBB7AJXDW445786,Firebird Formula,Pontiac,2/23/2016 7:43,WBADX1C58CE305888,2002,adbf563a-6c06-4837-b184-f7c1605ae009,Red
1N6AA0CJ8FN642383,1,KMHHT6KD3AU316270,Explorer,Ford,4/2/2020 11:22,1G4PP5SK4C4788585,1996,4c5781c6-c0b7-4553-bb98-c4547ab595fe,Teal
1GTCSBD90A8190400,2,WA1WMAFE1AD472056,Countach,Lamborghini,7/16/2019 6:20,ZHWGU5BR0EL031063,2011,553ca17a-dffc-4807-a62f-724a0017b862,Green
3D73M4EL2AG919819,1,WBAVB77598N138996,rio,Volkswagen,3/2/2021 16:58,WBADT43483G920563,2001,59bfecf8-9f0d-498f-a34e-630af360784a,Red
2FMDK3KC3AB365074,2,1GTN1UEH2EZ081210,STS,Cadillac,12/14/2015 11:40,WA1VMAFE3AD381141,2011,ed8c02cc-b1f4-42c0-889f-a70d5a0db736,Pink
WBAGN63554D864046,3,WAUGL78E85A466725,Mustang,Ford,8/24/2021 18:48,1FADP5CU4EL328008,1995,471775c2-967d-4e7e-9eb9-58259ab7e2fc,Mauv
WA1DGAFP0FA602062,3,5BZBF0AAXEN034049,F250,Ford,9/10/2019 0:20,JN8AZ2KR5DT217683,2012,3e034286-41d0-47f9-8068-81322555318c,Puce
WAUFEBFM1CA158554,2,WAUEFAFL7FN058403,CX-9,Mazda,6/26/2018 21:23,1G6DH5EY1B0123642,2005,725393fc-ef8b-4994-9623-acd3882a336c,Purple
5LMJJ3J51CE281156,3,WBAEV534X2K701250,Safari,GMC,2/16/2017 2:23,1GYS4FEJ8BR884232,1997,8ca03857-220e-4ea8-8848-90a87e0a6fa5,Pink
1N6BF0KM9FN473024,2,WBAKF3C51BE079021,Taurus,Ford,5/21/2021 0:34,WBAFR7C58DD344428,1989,116af8fb-19a0-4a03-bff6-a85ef1c2a4ec,Fuscia
4A31K3DTXCE058514,3,WAUVT68EX5A080129,Windstar,Ford,3/2/2016 13:44,1VWAH7A32EC663975,2003,e762faf5-a92a-469b-994e-dfbc468b71ba,Pink
1G6AD5S33E0706726,2,1ZVBP8JS0A5981791,B-Series Plus,Mazda,5/4/2020 19:50,19UUA655X5A687481,2010,f11281f3-c2b7-420a-9ecf-47bd95a07804,Fuscia
1C3CCBAB2CN820432,1,2C3CDYAG0DH215895,600,BMW,11/24/2021 22:09,WA1C8BFP7DA294397,1993,5b0a1aa0-8438-4df1-a1b7-798253006978,Orange
1FTSW3A51AE349494,2,1C3BC4FB8BN643710,3 Series,BMW,11/3/2016 16:59,WAUDV74F07N263674,2001,54560549-3c23-407e-ad34-d8ecabf68ee7,Puce
WBANA53515B896681,3,2T1KE4EE7BC855907,H1,Hummer,12/28/2017 9:29,1GYS4JEF5BR903642,1992,74329f4e-4f68-40a2-91f0-7da5e0e6f5b5,Green
5N1CR2MN3EC025531,3,1FTEW1CMXDK518570,XC60,Volvo,4/16/2017 8:37,WAURV78T88A375086,2011,35d412d3-1891-4e23-b685-e25bfb0489e1,Puce
1FTEX1CM3BK567474,1,WDBSK7AA3CF029110,Range Rover,Land Rover,1/22/2019 23:26,5LMJJ2H50EE670387,1992,78a65845-66f3-4afb-9122-680307d28994,Fuscia
JM3TB2MA3A0008205,1,JTHBK1GG7F2922756,Cube,Nissan,7/23/2017 9:11,JN8AS5MT0CW228375,2002,8f4a2eaf-1962-4055-95fe-185fd1fed006,Puce
KNADH5A34B6075068,1,JTHKD5BH5D2634281,Dakota,Dodge,10/23/2018 9:24,WBAEH13577C899876,2001,b9cb2318-7c2d-430c-87cd-2652dbd5639d,Goldenrod
JH4DC54853S922700,3,WP0CB2A82FK892949,LS,Lexus,4/17/2015 0:32,2B3CK5CT9AH115768,2010,a7bbddc7-55f1-423a-bf00-9b6b3638de6f,Khaki
JTDZN3EU2FJ954306,2,3GYFNBE31FS355779,ES,Lexus,4/20/2019 19:01,WAUBGAFB5AN921134,2008,bb377bb7-7303-490d-86f4-2ef39cc1d520,Puce
WA1WKAFP0AA513995,1,3GYFNEE31FS466964,Tiburon,Hyundai,11/17/2020 2:25,KNALU4D42F6491163,1999,656cbcf0-0d5c-4c92-9793-904b778c4223,Aquamarine
5N1AZ2MG2FN343316,1,WBAEV53495K800632,Pajero,Mitsubishi,9/13/2016 7:12,3VW4T7AT3EM001039,1992,43c7c4c1-ba54-4a5b-a061-60e1693cff66,Puce
3D73M3CL8BG825779,1,2C3CCABGXDH166410,626,Mazda,4/12/2017 20:33,5N1AR1NB2BC413044,1995,dd1daa43-639a-46ae-bc63-3acc838c011c,Puce
JN1CV6FE5EM388608,3,2G4WF551741857736,Explorer,Ford,6/12/2016 10:14,1G6DJ1E38D0152365,1994,8c3e0afa-3498-4683-a4a6-64f8ea80e528,Mauv
SALFR2BG5DH403705,3,KMHFH4JG5EA714015,Ciera,Oldsmobile,12/12/2015 15:40,1G6DL8E33D0041189,1993,fe390014-c913-4d2e-8892-bb092f96d03b,Blue
